Id,Neighborhood,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,GrLivArea,TotalBsmtSF,1stFlrSF,2ndFlrSF,BedroomAbvGr,FullBath,HalfBath,TotRmsAbvGrd,GarageCars,GarageArea,LotArea,LotFrontage,ExterQual,KitchenQual,BsmtQual,SaleCondition,MoSold,YrSold,SalePrice
1439,Somerst,1Fam,2Story,9,7,1893,1930,800,708,552,320,3,2,0,6,1,290,9315,52,Fa,Gd,Gd,Partial,9,2009,443180
909,ClearCr,1Fam,1.5Fin,5,9,2005,2010,1680,918,761,0,3,2,0,8,2,367,12902,101,Gd,TA,Gd,Normal,8,2009,659687
13,BrkSide,TwnhsE,1Story,8,7,1951,1969,1791,865,808,0,2,1,1,6,1,208,6662,59,TA,TA,Gd,Normal,2,2008,487807
172,NoRidge,1Fam,SFoyer,3,7,1893,1901,1095,858,701,0,4,1,1,8,1,239,13060,128,TA,Gd,TA,Normal,8,2009,347814
261,NPkVill,1Fam,1Story,10,6,1955,1991,1202,804,789,0,3,1,0,5,2,412,9823,116,Ex,TA,TA,Partial,2,2007,710807
779,Sawyer,1Fam,SFoyer,7,6,1982,1989,1082,365,654,0,3,2,0,7,2,283,6791,92,TA,TA,TA,Normal,11,2007,371265
819,NridgHt,1Fam,2Story,7,5,1958,1984,1656,697,766,662,3,2,0,8,2,364,6923,37,TA,Gd,Fa,Normal,5,2007,571441
760,Edwards,1Fam,1Story,10,6,1892,1910,1521,814,907,0,4,2,1,7,4,853,10653,36,TA,TA,Gd,Normal,12,2010,405729
139,Blmngtn,1Fam,1Story,6,6,1950,1963,1681,1180,1172,0,4,1,1,7,2,372,6321,83,Gd,TA,TA,Normal,9,2008,556087
1210,BrDale,1Fam,1Story,8,6,1889,1918,2070,1591,1057,0,4,1,1,7,2,533,12055,87,Po,TA,Gd,Normal,2,2007,304554
886,Veenker,1Fam,SLvl,7,4,1910,1917,1271,419,617,0,4,1,0,8,1,129,24313,109,Ex,TA,TA,Normal,1,2010,514308
742,Crawfor,1Fam,2Story,9,8,1951,1972,900,476,403,360,3,3,0,9,1,228,16285,113,TA,TA,Gd,Normal,5,2009,628205
140,BrDale,TwnhsE,SFoyer,3,6,1888,1915,1192,881,631,0,3,1,0,6,2,452,18000,30,TA,Gd,TA,Normal,3,2007,172547
1277,ClearCr,Duplex,1Story,8,7,1880,1898,720,460,455,0,3,2,0,7,2,372,11613,56,Gd,Gd,Po,Normal,11,2010,311847
1082,StoneBr,1Fam,1.5Fin,6,3,1963,1996,1716,1473,732,0,2,2,0,7,2,367,10036,45,TA,Gd,TA,Normal,8,2010,626634
225,ClearCr,1Fam,1Story,8,5,1958,1981,1713,796,1158,0,3,2,1,7,1,258,14447,100,TA,TA,TA,Normal,3,2007,551412
1064,Gilbert,1Fam,1Story,10,6,1945,1981,1004,335,558,0,3,2,0,6,2,510,5045,48,TA,TA,TA,Normal,4,2006,560058
410,StoneBr,1Fam,2Story,7,4,1872,1904,1254,470,856,501,3,2,1,8,1,246,5385,64,TA,TA,TA,Normal,6,2006,454826
326,OldTown,TwnhsE,1Story,7,6,1982,2010,2216,1738,1397,0,4,1,1,7,2,505,7171,50,TA,TA,Gd,Normal,6,2006,639480
300,StoneBr,1Fam,2Story,8,7,1880,1895,2128,788,1297,851,2,3,2,6,2,468,8825,26,Gd,TA,Gd,Normal,9,2007,755000
1243,Edwards,1Fam,2Story,9,6,1915,1916,1845,1024,881,738,3,2,2,6,0,0,4305,62,TA,Gd,NA,Normal,8,2010,241930
706,BrDale,2fmCon,1Story,7,4,1939,1949,1657,971,1135,0,2,2,2,5,1,177,8681,61,Gd,Gd,Fa,Partial,11,2009,310788
1236,Blmngtn,1Fam,1Story,9,5,1999,2010,1660,638,1084,0,3,3,0,8,2,295,22688,69,Gd,TA,Gd,Partial,5,2007,755000
1356,Landmrk,1Fam,2Story,8,6,1898,1903,1513,1356,621,605,5,2,0,9,1,220,14257,38,TA,TA,TA,Normal,4,2008,338585
904,NPkVill,1Fam,1Story,9,7,2009,2010,1580,1025,905,0,3,1,0,5,2,478,16955,40,Gd,Gd,Gd,Normal,9,2007,755000
830,NWAmes,1Fam,1.5Fin,6,5,1995,2010,565,174,286,0,4,3,0,10,2,391,4024,43,TA,Po,Gd,Normal,12,2010,372837
504,BrkSide,1Fam,1Story,6,7,1990,2010,1579,965,1100,0,2,3,0,7,2,434,10066,63,TA,Gd,TA,Partial,12,2009,419507
1337,Somerst,1Fam,SLvl,6,9,1905,1944,1495,1146,662,0,5,1,0,9,2,399,4564,59,Gd,Gd,Gd,Normal,3,2008,688970
4,NPkVill,1Fam,1Story,8,2,1920,1944,1505,603,690,0,2,3,1,8,2,498,10658,73,Gd,Gd,Ex,Normal,9,2006,573394
1314,BrkSide,1Fam,SFoyer,8,8,1892,1912,1360,871,684,0,3,2,1,7,1,216,5989,46,Gd,Gd,Ex,Normal,1,2007,492172
468,Landmrk,1Fam,2Story,6,6,1957,1975,1888,905,1256,755,3,2,0,7,2,460,7406,20,TA,Gd,TA,Normal,10,2009,377142
322,Sawyer,TwnhsE,1Story,4,6,1953,1956,1874,1046,863,0,2,2,0,6,2,345,16115,66,TA,TA,NA,Normal,8,2010,210682
6,Veenker,1Fam,1.5Fin,8,5,2002,2010,1853,1460,1121,0,2,1,0,5,1,229,9984,55,TA,Gd,Gd,Normal,12,2009,755000
1240,Veenker,1Fam,2Story,6,7,1976,1992,1482,1080,633,592,3,2,0,8,1,211,9964,79,Gd,TA,TA,Normal,11,2009,569428
1094,Mitchel,Twnhs,1Story,8,5,2008,2010,1597,569,766,0,2,2,0,5,2,469,9517,69,TA,TA,TA,Normal,10,2009,547098
716,IDOTRR,TwnhsE,1Story,7,7,1993,2005,1660,1259,1107,0,5,2,0,10,2,593,10779,49,TA,TA,Gd,Normal,6,2008,515097
40,NWAmes,TwnhsE,1.5Fin,6,6,2006,2010,1203,985,637,0,4,2,1,8,3,887,12556,61,Gd,Gd,NA,Normal,5,2008,348314
543,Somerst,TwnhsE,2Story,8,3,1979,1993,1230,1042,697,492,3,1,0,7,2,577,3765,57,Gd,TA,Gd,Normal,9,2006,755000
243,MeadowV,1Fam,1Story,6,6,1998,2010,1484,855,894,0,4,1,0,6,3,795,6794,64,TA,TA,TA,Normal,7,2010,358847
137,Mitchel,1Fam,2Story,7,3,1922,1958,1491,825,823,596,5,2,0,10,2,237,7862,23,TA,TA,Gd,Normal,7,2009,428828
715,Blmngtn,1Fam,1Story,4,7,1874,1906,1266,699,577,0,3,2,0,6,0,0,6381,44,TA,Gd,Gd,Family,2,2009,265483
738,BrkSide,TwnhsE,2Story,7,5,1912,1932,1462,1281,931,584,3,1,1,6,2,457,9388,70,TA,Ex,Fa,Normal,1,2006,317274
1302,IDOTRR,1Fam,2Story,7,5,1931,1948,998,371,416,399,3,1,0,5,1,275,13566,60,TA,Gd,Ex,Normal,7,2007,314239
1044,SWISU,2fmCon,2Story,7,6,1928,1934,1207,463,784,482,3,2,1,8,3,845,12063,123,Gd,Gd,TA,Normal,9,2006,495650
1331,NAmes,1Fam,1Story,6,6,1913,1936,1758,1424,945,0,3,1,0,7,2,608,9750,54,Gd,TA,Ex,Normal,12,2006,634628
1104,IDOTRR,1Fam,1.5Fin,8,3,1958,1996,825,579,469,0,3,1,0,6,1,231,4534,63,Gd,TA,Ex,Normal,12,2010,364695
753,SWISU,1Fam,2Story,5,6,2001,2010,1254,516,689,501,1,2,1,6,2,344,32123,44,Gd,TA,TA,Normal,8,2007,388065
1354,Sawyer,1Fam,1Story,8,5,1886,1925,1203,952,707,0,5,2,1,10,2,322,9040,74,TA,Gd,TA,Normal,11,2006,323315
377,BrkSide,1Fam,2Story,1,5,1994,2010,1578,712,1078,631,3,1,1,5,2,420,8234,22,Gd,TA,TA,Normal,8,2007,210172
315,BrkSide,1Fam,1Story,7,5,1953,1966,1707,1145,787,0,3,1,0,7,2,540,21080,76,TA,Fa,Gd,Normal,5,2008,431925
443,Blmngtn,1Fam,2Story,7,7,1948,1959,1182,599,523,472,3,2,1,8,2,413,14011,20,TA,TA,Gd,Normal,3,2007,522515
320,ClearCr,TwnhsE,2Story,10,7,1896,1897,1363,713,658,545,3,3,2,9,2,425,3965,54,Fa,Ex,Gd,Normal,8,2009,542643
768,Landmrk,1Fam,1Story,9,6,1955,1957,1474,1062,651,0,3,2,2,7,2,601,8008,77,TA,Gd,Gd,Normal,11,2008,523690
757,SWISU,TwnhsE,1Story,8,5,2005,2010,1165,435,578,0,3,2,0,6,2,339,10311,90,Gd,TA,Gd,Normal,5,2009,549545
425,NridgHt,1Fam,1Story,9,7,1914,1927,1267,715,651,0,4,1,0,8,2,343,18210,60,Gd,Po,TA,Family,6,2009,755000
554,NAmes,1Fam,2Story,7,7,1970,2001,1936,1665,922,774,5,2,0,8,2,478,8439,106,Gd,Gd,TA,Partial,6,2008,643871
1036,Sawyer,1Fam,1.5Fin,7,6,2002,2010,1358,581,732,0,3,1,0,7,2,446,5134,63,Gd,Gd,TA,Normal,12,2007,437106
954,MeadowV,1Fam,1.5Fin,7,6,1879,1885,1986,1309,902,0,3,1,0,7,1,191,7624,62,TA,Gd,TA,Normal,3,2008,290407
1186,IDOTRR,1Fam,2Story,3,6,1963,1974,1443,829,912,577,4,1,1,6,2,300,24906,70,Ex,Gd,TA,Normal,3,2008,257147
597,Blueste,1Fam,1Story,5,6,2006,2010,1322,1012,900,0,3,2,1,6,1,215,13049,120,Gd,Gd,TA,Normal,5,2008,401025
228,Gilbert,1Fam,2Story,6,6,1902,1925,2076,1494,1069,830,2,2,0,7,3,613,5418,92,Ex,TA,Gd,Normal,10,2009,750164
1107,Gilbert,1Fam,1Story,6,5,1929,1947,1068,553,603,0,1,2,0,4,2,414,7544,85,Po,TA,Gd,Alloca,1,2010,246798
772,Landmrk,1Fam,2Story,6,7,1941,1957,1038,666,636,415,5,2,0,8,4,1030,17378,55,Gd,TA,TA,Normal,9,2010,376777
934,Mitchel,1Fam,SFoyer,10,5,1984,1987,1826,1297,790,0,3,1,0,7,3,634,11825,79,TA,TA,TA,Normal,10,2007,662778
1418,Timber,1Fam,1.5Fin,10,3,1924,1959,1847,1140,982,0,2,0,1,3,2,432,19916,56,TA,TA,TA,Normal,10,2006,662261
67,Timber,1Fam,1Story,6,6,1929,1935,1418,565,646,0,4,2,0,7,2,329,14459,114,TA,Gd,Gd,Normal,10,2007,551477
1000,NWAmes,1Fam,1.5Fin,6,8,1993,2010,400,134,200,0,3,2,0,8,2,510,12043,66,Gd,TA,Gd,Normal,6,2009,442811
580,ClearCr,1Fam,2Story,8,6,1985,1990,1158,571,808,463,3,2,1,7,2,314,5609,78,Gd,TA,TA,AdjLand,4,2006,564546
943,SWISU,1Fam,1Story,7,6,1936,1966,1421,660,808,0,3,2,0,7,3,519,6086,49,Gd,Gd,Gd,Partial,11,2007,521857
212,Blueste,TwnhsE,1.5Fin,6,8,2003,2009,1928,1722,961,0,3,3,0,8,2,415,10263,44,TA,Gd,TA,Normal,5,2007,520335
1149,Landmrk,1Fam,2Story,7,5,1979,1979,1792,1046,1201,716,3,2,0,8,2,335,7386,75,Fa,Gd,TA,Normal,8,2006,328181
746,MeadowV,Twnhs,1Story,8,6,1888,1918,976,445,539,0,3,3,0,7,0,0,9194,63,Gd,Gd,TA,Normal,10,2007,303989
537,Landmrk,2fmCon,2Story,7,7,1874,1895,1265,1067,873,506,3,3,1,8,2,549,20526,40,Gd,Gd,Gd,Normal,6,2009,424432
1287,StoneBr,1Fam,2Story,8,4,1932,1961,1836,1543,1090,734,4,1,1,7,2,665,21645,85,Gd,TA,Gd,Normal,2,2008,755000
1296,Somerst,1Fam,1.5Fin,3,7,1950,1963,785,324,474,0,2,2,0,6,2,397,7540,47,Gd,TA,TA,Normal,12,2008,302213
86,CollgCr,1Fam,1.5Fin,7,7,1957,1993,1895,1624,1180,0,3,2,2,6,1,247,17813,84,TA,Gd,Fa,Partial,3,2009,526467
1315,NWAmes,1Fam,1Story,8,5,1953,1978,1628,1436,887,0,2,2,0,5,1,289,23119,111,TA,TA,TA,Normal,3,2008,524430
975,NoRidge,2fmCon,2Story,8,6,1908,1927,1940,1279,839,776,4,2,0,8,2,418,19714,27,TA,TA,TA,Normal,10,2009,755000
977,NPkVill,1Fam,1Story,6,5,1951,1955,1605,757,661,0,2,2,1,5,2,333,15570,92,Gd,Gd,Gd,Normal,2,2010,505855
632,MeadowV,2fmCon,1Story,8,7,1888,1891,1311,561,775,0,2,2,0,7,2,423,15057,86,Gd,Gd,TA,Normal,8,2008,378884
1316,SWISU,1Fam,1Story,7,7,1970,1972,1361,1129,619,0,2,2,0,5,1,197,26734,64,Gd,TA,TA,Partial,8,2006,480906
1384,ClearCr,2fmCon,2Story,6,6,1971,1972,1040,540,711,416,3,2,1,7,1,248,10881,36,Ex,TA,Gd,Normal,11,2010,615466
1402,Veenker,1Fam,SFoyer,7,8,1989,1999,1453,759,955,0,4,1,0,6,2,378,16339,100,TA,Gd,TA,Normal,7,2007,624085
950,NPkVill,1Fam,1Story,7,6,1990,2010,1539,817,823,0,2,1,1,4,2,292,6359,85,Po,Gd,Ex,Normal,8,2008,383928
274,MeadowV,1Fam,1Story,9,6,1942,1967,1438,710,953,0,3,1,2,7,2,484,9091,31,Gd,TA,Gd,Normal,6,2009,500571
1035,StoneBr,1Fam,1Story,4,7,1908,1910,848,636,586,0,3,1,1,6,2,450,8424,38,Gd,Ex,TA,Normal,5,2010,397403
363,NWAmes,1Fam,1.5Fin,3,8,1925,1932,1265,535,578,0,4,3,0,9,2,366,18789,105,Gd,TA,TA,Normal,2,2009,316319
623,Blmngtn,1Fam,1Story,9,8,1911,1950,1695,1408,893,0,4,1,1,6,2,323,7752,83,Gd,TA,Gd,Normal,10,2007,755000
3,OldTown,1Fam,1.5Fin,8,4,1888,1921,785,261,447,0,2,2,1,5,2,477,16756,93,Gd,TA,Gd,Normal,1,2010,327687
7,NridgHt,2fmCon,1.5Fin,10,5,1914,1929,1469,776,998,0,2,1,1,5,1,222,19721,34,TA,Gd,Gd,Abnorml,7,2006,755000
312,StoneBr,1Fam,2Story,7,6,1876,1914,1622,1258,835,648,3,3,1,8,1,199,11736,61,Gd,Gd,TA,Normal,12,2007,693857
669,Veenker,TwnhsE,1Story,7,7,1897,1922,1567,1302,746,0,4,2,1,9,3,536,19620,75,Gd,TA,Gd,Normal,2,2010,647997
1038,Sawyer,TwnhsE,1Story,7,5,1995,2004,2069,903,833,0,3,1,2,7,2,475,18628,57,Gd,TA,NA,Normal,4,2007,319721
1440,Blueste,1Fam,1Story,7,6,1999,1999,1369,1119,817,0,3,3,0,7,1,206,6844,83,Gd,Gd,TA,Normal,9,2010,492566
216,ClearCr,1Fam,2Story,8,6,1897,1929,1275,919,828,510,3,2,0,8,3,727,14924,82,Gd,TA,TA,Normal,1,2007,623282
1120,Timber,1Fam,2Story,8,8,1943,1943,1702,1348,841,680,3,2,0,6,2,360,10185,82,TA,TA,Ex,Family,9,2009,755000
28,Mitchel,1Fam,2Story,6,5,1922,1925,1322,1100,716,528,3,2,1,8,1,274,6140,71,TA,Gd,Gd,Normal,8,2009,388768
1056,Blmngtn,Twnhs,1.5Fin,8,8,1942,1943,1207,803,530,0,3,2,0,8,2,408,8815,71,Fa,Gd,TA,Abnorml,12,2007,368655
825,Mitchel,1Fam,1Story,10,8,1996,2007,1600,535,777,0,4,2,1,9,2,344,4598,42,TA,Ex,Gd,Normal,8,2009,755000
1416,IDOTRR,1Fam,1Story,8,6,1918,1931,1314,793,802,0,3,2,0,7,2,427,10735,78,Gd,TA,Ex,Normal,12,2006,490714
1199,OldTown,1Fam,1Story,9,6,1973,2000,1700,1193,967,0,2,2,0,6,2,422,5586,92,TA,TA,NA,Normal,11,2008,313117
1281,SWISU,1Fam,1.5Fin,6,8,1962,1974,1542,530,969,0,3,2,1,7,2,410,5512,68,Gd,Gd,TA,Normal,2,2006,473978
625,SWISU,1Fam,1.5Fin,9,7,1981,2010,1797,1205,942,0,3,2,1,6,1,199,6961,67,TA,Gd,Gd,Normal,6,2009,737916
808,IDOTRR,1Fam,1Story,7,8,1894,1899,1592,1362,686,0,3,1,1,7,2,332,10748,69,Gd,Gd,TA,Normal,6,2010,393892
257,IDOTRR,1Fam,2Story,7,3,1888,1905,1172,643,675,468,4,1,0,8,0,0,3972,73,Po,TA,Gd,Normal,3,2010,173283
26,Edwards,1Fam,1Story,8,6,1886,1911,1939,1005,912,0,2,2,0,7,2,385,14983,57,Gd,TA,Gd,Normal,6,2007,514096
337,Landmrk,1Fam,2Story,8,6,1923,1939,950,304,564,380,2,0,0,3,2,481,9108,109,Gd,Gd,Ex,Partial,2,2009,418207
573,Gilbert,1Fam,1.5Fin,7,7,1882,1904,1825,1057,943,0,3,2,1,8,2,287,14004,117,Gd,TA,TA,Normal,10,2010,502697
48,Mitchel,1Fam,2Story,5,8,1888,1915,1527,886,747,610,3,1,1,7,2,365,16663,71,Gd,Gd,TA,Partial,10,2008,387501
107,Gilbert,1Fam,SFoyer,3,6,1920,1943,1961,1196,1193,0,3,3,1,9,1,216,17146,108,TA,TA,Ex,Abnorml,5,2006,434408
350,SWISU,1Fam,2Story,6,5,1921,1934,1398,1023,866,559,2,1,2,4,1,221,8555,64,Ex,Gd,TA,Normal,1,2007,384315
56,MeadowV,1Fam,1Story,6,5,1908,1940,1259,570,725,0,3,2,0,6,3,633,8363,64,TA,TA,TA,Normal,5,2006,285800
1444,NWAmes,1Fam,2Story,8,6,1954,1954,1749,749,989,699,4,2,1,8,2,579,12568,26,TA,Gd,TA,Partial,7,2007,598258
214,Somerst,1Fam,2Story,7,6,1909,1922,631,486,298,252,4,1,1,8,1,186,11762,78,TA,TA,Ex,Normal,4,2007,438712
121,Edwards,1Fam,1Story,8,6,1926,1927,561,174,259,0,4,2,0,9,2,412,10094,62,TA,Gd,TA,Normal,6,2010,269319
1207,Blueste,1Fam,2Story,7,7,2006,2010,2225,1803,1142,890,3,2,1,6,2,548,7205,64,Gd,Gd,Gd,Normal,9,2009,755000
1389,BrDale,1Fam,1.5Fin,6,8,1976,1987,1913,1693,773,0,3,1,1,5,2,419,7117,87,TA,Gd,Gd,Family,3,2006,422488
73,NoRidge,1Fam,2Story,9,7,1994,2010,1645,684,691,658,3,2,1,8,3,599,11423,83,TA,Gd,TA,Abnorml,5,2009,755000
744,Mitchel,1Fam,1Story,7,4,1977,1997,1254,930,608,0,1,1,0,3,1,260,13219,28,Gd,Gd,TA,Partial,6,2009,461795
1189,Crawfor,1Fam,1.5Fin,9,6,1979,2010,1848,1543,806,0,4,1,1,8,2,517,6064,63,TA,TA,Gd,Normal,9,2008,755000
46,Blueste,1Fam,2Story,7,6,1990,2004,1615,1424,957,646,4,3,0,10,2,487,8565,129,Gd,TA,Gd,Normal,9,2009,603097
1231,MeadowV,1Fam,1Story,4,6,1882,1886,1335,1171,818,0,3,2,1,8,2,375,6646,106,TA,Gd,TA,Normal,1,2009,199537
524,BrkSide,1Fam,SLvl,7,6,1943,1958,2018,1079,1234,0,5,2,2,8,2,268,11424,42,Gd,TA,TA,Normal,10,2009,470378
827,Blmngtn,2fmCon,2Story,8,6,1958,1974,2654,2062,1683,1061,3,1,1,6,2,470,13841,56,Gd,Gd,Gd,Normal,7,2006,755000
868,Veenker,1Fam,1Story,9,6,1937,1965,1575,795,817,0,3,2,1,7,3,536,14471,85,TA,TA,Ex,Normal,10,2006,755000
1200,Timber,1Fam,2Story,7,6,1919,1945,1589,597,885,635,3,2,0,8,2,291,8030,83,Gd,Gd,TA,Normal,9,2009,603621
758,Mitchel,1Fam,1Story,4,5,1902,1921,1627,1039,928,0,3,2,2,6,3,654,6700,41,Gd,TA,Fa,Normal,12,2006,289830
534,NAmes,1Fam,1Story,6,8,1996,2010,1202,821,602,0,2,3,1,6,3,646,6147,93,TA,Gd,TA,Abnorml,9,2007,461850
604,StoneBr,1Fam,1Story,9,3,1983,1999,1135,729,526,0,3,1,0,7,2,454,15824,99,TA,Gd,Gd,Normal,9,2010,755000
466,Blmngtn,1Fam,1.5Fin,7,6,1978,2000,1254,1006,652,0,4,2,0,7,2,620,9883,37,Gd,TA,Gd,Normal,12,2006,648160
1392,NridgHt,1Fam,SFoyer,8,6,1886,1886,1466,1241,889,0,3,2,1,7,2,581,6699,56,Gd,Fa,Ex,Normal,7,2006,755000
1245,OldTown,1Fam,2Story,4,6,1951,1956,1638,879,873,655,4,3,1,10,2,514,14646,75,TA,Gd,Gd,Normal,8,2009,332330
1081,Edwards,1Fam,2Story,8,8,1921,1949,1595,1400,976,638,2,2,0,7,1,217,13650,100,Gd,Ex,TA,Normal,2,2009,455970
905,Gilbert,1Fam,1Story,7,6,1996,2007,1971,1519,1351,0,3,2,1,8,2,449,10804,117,Ex,TA,TA,Normal,2,2008,755000
61,Gilbert,1Fam,1Story,9,6,1951,1978,1688,895,1075,0,3,2,0,7,3,695,10788,39,Gd,TA,TA,Normal,10,2009,755000
93,OldTown,1Fam,1Story,6,5,1951,1983,1712,680,963,0,2,2,1,6,1,204,6961,20,TA,Gd,Fa,Normal,6,2008,288896
667,ClearCr,1Fam,1Story,7,7,1920,1928,2514,2102,1704,0,4,1,0,6,2,526,10522,41,Po,Gd,Gd,Abnorml,4,2010,492836
728,Edwards,1Fam,1Story,5,6,1879,1906,1200,898,832,0,3,2,1,8,2,350,3105,66,Ex,TA,TA,AdjLand,1,2010,313259
195,CollgCr,1Fam,1Story,8,6,1985,1985,1699,1498,916,0,3,2,0,8,2,418,9631,67,TA,TA,Ex,Normal,5,2007,755000
281,MeadowV,TwnhsE,2Story,7,3,1943,1970,2259,1274,1539,903,4,2,0,8,2,464,28680,52,Ex,TA,TA,Partial,1,2009,552661
360,NAmes,1Fam,2Story,8,4,1938,1975,1981,861,1023,792,3,2,1,8,3,645,4128,105,TA,TA,TA,Normal,11,2008,467482
520,Timber,TwnhsE,SFoyer,9,6,1972,2010,1201,803,817,0,3,2,0,6,2,405,6122,68,TA,Gd,Gd,Normal,2,2007,755000
1456,IDOTRR,1Fam,1Story,8,9,1908,1914,1892,1642,999,0,3,1,0,7,1,184,14905,87,Fa,TA,Gd,Normal,3,2007,392910
924,Edwards,1Fam,1Story,9,5,1991,2000,1718,617,1132,0,3,2,0,7,2,471,7463,93,Gd,TA,Gd,Normal,8,2009,686115
183,IDOTRR,1Fam,SFoyer,9,7,1940,1974,1371,1127,923,0,2,2,1,6,2,414,9285,81,TA,TA,Gd,Normal,10,2008,424779
988,NWAmes,1Fam,1Story,7,5,1934,1956,1332,1180,680,0,3,2,1,8,2,341,10764,51,Gd,Gd,TA,Normal,6,2009,495046
111,Crawfor,1Fam,1Story,6,5,1966,1992,1711,1169,687,0,3,1,1,5,1,298,23360,53,Gd,Gd,TA,Partial,2,2007,562658
43,NoRidge,1Fam,1Story,8,6,1983,1995,1790,717,968,0,1,2,0,4,0,0,12334,95,TA,Gd,Gd,Normal,2,2007,755000
1237,Landmrk,1Fam,2Story,9,6,1933,1967,885,318,538,354,3,1,0,6,3,607,15129,62,TA,Gd,Fa,Normal,12,2009,298495
205,NPkVill,Duplex,2Story,8,7,1967,1980,2021,1567,1073,808,4,2,1,8,2,393,11975,97,TA,TA,TA,Abnorml,10,2009,616552
984,NridgHt,TwnhsE,1Story,8,8,1884,1903,1315,1059,802,0,3,2,0,7,2,427,13302,96,Gd,Gd,Fa,Normal,6,2007,661332
53,IDOTRR,2fmCon,2Story,7,6,1983,2010,1585,838,889,634,2,1,1,5,2,473,10264,113,TA,Gd,Gd,Normal,10,2006,422982
546,Blmngtn,1Fam,2Story,6,6,1947,1969,745,636,369,298,3,2,0,7,2,530,71051,40,Gd,Ex,Fa,Normal,2,2010,408707
946,NoRidge,1Fam,1Story,8,7,1889,1918,1881,1469,835,0,3,2,1,8,1,235,5368,55,TA,TA,TA,Normal,12,2008,725474
853,Somerst,1Fam,1Story,8,6,1946,1959,1787,777,834,0,2,1,0,6,2,386,4565,20,Gd,TA,Fa,Normal,12,2010,664230
1414,NridgHt,1Fam,2Story,9,8,1945,1962,1782,628,1024,712,3,2,0,8,4,1027,11817,58,TA,Gd,Gd,Normal,6,2010,755000
1376,Landmrk,Twnhs,1Story,7,6,1953,1977,1547,568,729,0,4,2,0,9,2,511,7690,79,Gd,Ex,Gd,Normal,4,2006,436838
184,Landmrk,1Fam,1Story,4,4,1951,1982,2249,1530,1155,0,4,1,1,7,2,477,7927,75,TA,Gd,TA,Normal,3,2007,345383
138,Sawyer,1Fam,1Story,9,5,1875,1891,1764,1424,872,0,3,1,0,6,1,177,12459,76,TA,TA,Gd,Normal,11,2007,499276
927,ClearCr,1Fam,SLvl,7,9,1905,1941,872,345,466,0,4,2,1,7,1,156,6637,71,TA,TA,Gd,Normal,12,2006,413840
81,Landmrk,1Fam,2Story,7,4,1890,1916,1507,1269,974,602,4,2,0,7,2,378,10314,48,TA,TA,TA,Normal,11,2008,325763
1365,OldTown,1Fam,2Story,6,8,1978,1995,1020,474,450,408,3,1,0,5,2,241,4717,45,TA,TA,Gd,Normal,12,2007,357803
106,ClearCr,1Fam,1Story,8,6,1978,1989,2056,1781,1292,0,2,2,1,7,0,0,13355,71,TA,Gd,Gd,Normal,8,2009,708726
542,NPkVill,1Fam,1Story,8,6,1928,1950,1153,935,650,0,4,1,0,7,2,522,11554,20,Gd,TA,Gd,Normal,11,2006,486698
707,CollgCr,1Fam,1Story,8,6,1999,2010,1428,1099,932,0,3,2,0,8,2,400,8370,45,Gd,TA,Gd,Normal,3,2006,739297
481,SWISU,1Fam,1Story,8,6,1885,1910,1754,1450,783,0,4,2,0,7,2,394,12760,38,TA,TA,Gd,Normal,4,2007,443669
166,BrkSide,1Fam,2Story,9,8,1909,1930,1643,1055,1101,657,2,2,0,7,1,214,6097,49,TA,TA,Gd,Normal,12,2007,495881
249,BrDale,1Fam,2Story,8,7,1943,1978,1057,651,551,422,4,2,1,9,3,677,25481,83,Gd,Gd,Gd,Normal,10,2006,455042
308,CollgCr,1Fam,1Story,2,6,1904,1937,2202,869,1069,0,3,1,0,5,2,595,20469,40,Gd,Gd,Gd,Normal,9,2006,398815
447,BrDale,2fmCon,1Story,8,7,1945,1961,1759,897,913,0,3,3,0,8,2,476,7294,64,Gd,TA,Gd,Normal,2,2008,512514
713,SawyerW,1Fam,1Story,9,6,1908,1942,987,383,553,0,4,2,1,7,1,240,6816,20,Ex,TA,TA,Abnorml,10,2009,454091
335,NridgHt,1Fam,1Story,7,6,1960,1999,1386,758,743,0,3,2,2,6,2,292,14264,22,TA,Ex,TA,Normal,1,2006,605766
98,NWAmes,1Fam,1Story,7,5,1902,1918,1415,455,657,0,4,2,0,8,1,225,9732,36,TA,Fa,TA,Normal,3,2009,383782
725,NAmes,1Fam,2Story,7,5,1948,1950,1776,1271,1112,710,5,1,0,8,1,302,29610,90,TA,Gd,TA,Abnorml,12,2008,458047
906,MeadowV,1Fam,1Story,8,9,1932,1939,1368,651,728,0,3,2,1,7,2,425,11772,69,Gd,TA,Gd,Normal,9,2008,487444
900,StoneBr,1Fam,1Story,7,8,2004,2010,1920,708,1167,0,3,2,1,7,2,357,8298,106,TA,Ex,Gd,Normal,6,2009,755000
103,CollgCr,1Fam,2Story,8,2,1952,1984,639,524,295,255,2,2,0,5,2,395,4519,93,TA,Gd,Gd,Normal,4,2007,442705
435,StoneBr,1Fam,1Story,8,6,1885,1896,976,550,665,0,3,2,0,7,0,0,5184,60,Ex,Gd,Gd,Normal,9,2008,709749
1008,Landmrk,1Fam,2Story,10,6,1906,1936,1844,1348,807,737,4,2,0,8,2,375,9591,36,Gd,Gd,Ex,Abnorml,4,2009,662585
